KPI_Goal_Id,KPI_Goal_Description,KPI_Metric_Id,KPI_Metric,KPI_Metric_Description,Planned_Value,Real_Value,Weight
51,Increase the percentage of waste recycled.,395,Recycling tons per truckshift - Queens 08,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.490706916468862,4.602752631578947,0.024263913811915998
51,Increase the percentage of waste recycled.,396,Recycling tons per truckshift - Queens 09,Average curbside recycling tons collected by each truck working an eight-hour shift.,6.518197291137168,5.447721052631579,0.014931857805490991
51,Increase the percentage of waste recycled.,397,Recycling tons per truckshift - Queens 10,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.53348875480447,4.686216842105264,0.010367503814684457
51,Increase the percentage of waste recycled.,398,Recycling tons per truckshift - Queens 11,Average curbside recycling tons collected by each truck working an eight-hour shift.,4.825345830256739,4.078407368421053,0.0069573105375655
51,Increase the percentage of waste recycled.,399,Recycling tons per truckshift - Queens 12,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.49919363867208,4.6856368421052625,0.03595253745705196
51,Increase the percentage of waste recycled.,400,Recycling tons per truckshift - Queens 13,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.006182196226926,4.160196842105263,0.025074639979566486
51,Increase the percentage of waste recycled.,401,Recycling tons per truckshift - Queens 14,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.445251167125246,4.546062105263158,0.021253952751505985
51,Increase the percentage of waste recycled.,402,Recycling tons per truckshift - Staten Island 01,Average curbside recycling tons collected by each truck working an eight-hour shift.,5.3066337194264275,4.465176842105263,0.00767134696840125
51,Increase the percentage of waste recycled.,403,Recycling tons per truckshift - Staten Island 02,Average curbside recycling tons collected by each truck working an eight-hour shift.,4.842864745365871,3.994104210526316,0.01579426868332591
51,Increase the percentage of waste recycled.,404,Recycling tons per truckshift - Staten Island 03,Average curbside recycling tons collected by each truck working an eight-hour shift.,4.536307761550286,3.7804473684210524,0.027224663054270227
52,Improve efficiency of waste handling.,405,Trucks dumped on shift (%),Percentage of total number of trucks that collect and dispose of their materials at their designated transfer stations within their eight-hour shifts.,100.0,42.96602815533981,1.0
53,Increase the percentage of waste recycled.,406,Recycling trucks dumped on shift (%),Percentage of recycling trucks that collect and dispose of their materials at their designated transfer stations within their eight-hour shifts.,100.0,24.453838834951455,1.0
54,Increase the percentage of waste recycled.,407,Total tons recycled (000),"Tons of recycled materials per year, including residential curbside and containerized, institutional, City office paper, indirect, bulk and private sector recyclables. Full fiscal year data is available four to six months after the close of the year.",732.6997892657323,699.2033333333334,1.0
55,Increase the percentage of waste recycled.,408,Curbside and containerized recycling diversion rate (%),"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,17.569036274509802,0.005330127743233439
55,Increase the percentage of waste recycled.,409,Curbside and Containerized Recycling Diversion Rate - Manhattan 01,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,27.184398924731184,0.0001402693274050885
55,Increase the percentage of waste recycled.,410,Curbside and Containerized Recycling Diversion Rate - Manhattan 02,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,26.082684946236558,0.02149983399170985
55,Increase the percentage of waste recycled.,411,Curbside and Containerized Recycling Diversion Rate - Manhattan 03,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,14.266162365591397,0.016804260565706514
55,Increase the percentage of waste recycled.,412,Curbside and Containerized Recycling Diversion Rate - Manhattan 04,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,22.76035806451613,0.003017238967005777
55,Increase the percentage of waste recycled.,413,Curbside and Containerized Recycling Diversion Rate - Manhattan 05,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,21.20122258064516,0.03008421708647368
55,Increase the percentage of waste recycled.,414,Curbside and Containerized Recycling Diversion Rate - Manhattan 06,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,22.97483010752688,0.030054532905715022
55,Increase the percentage of waste recycled.,415,Curbside and Containerized Recycling Diversion Rate - Manhattan 07,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,27.048001075268818,0.007080714588564476
55,Increase the percentage of waste recycled.,416,Curbside and Containerized Recycling Diversion Rate - Manhattan 08,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,26.310021505376344,0.011635690757720984
55,Increase the percentage of waste recycled.,417,Curbside and Containerized Recycling Diversion Rate - Manhattan 09,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,17.521535483870966,0.007897710639846518
55,Increase the percentage of waste recycled.,418,Curbside and Containerized Recycling Diversion Rate - Manhattan 10,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,14.618419354838709,0.021902277711592314
55,Increase the percentage of waste recycled.,419,Curbside and Containerized Recycling Diversion Rate - Manhattan 11,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,11.144359139784948,0.014208435395273425
55,Increase the percentage of waste recycled.,420,Curbside and Containerized Recycling Diversion Rate - Manhattan 12,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,16.12087634408602,0.01527058583675622
55,Increase the percentage of waste recycled.,421,Curbside and Containerized Recycling Diversion Rate - Bronx 01,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,7.118667741935484,0.020604206863469587
55,Increase the percentage of waste recycled.,422,Curbside and Containerized Recycling Diversion Rate - Bronx 02,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,13.312524731182798,0.004643620359654638
55,Increase the percentage of waste recycled.,423,Curbside and Containerized Recycling Diversion Rate - Bronx 03,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,9.800586021505376,0.028751916488090615
55,Increase the percentage of waste recycled.,424,Curbside and Containerized Recycling Diversion Rate - Bronx 04,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,12.393112903225807,0.00645942215471389
55,Increase the percentage of waste recycled.,425,Curbside and Containerized Recycling Diversion Rate - Bronx 05,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,12.298329032258064,0.013041394890380193
55,Increase the percentage of waste recycled.,426,Curbside and Containerized Recycling Diversion Rate - Bronx 06,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,14.286622580645162,0.030647848644007783
55,Increase the percentage of waste recycled.,427,Curbside and Containerized Recycling Diversion Rate - Bronx 07,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,15.320698924731182,0.031084375062495385
55,Increase the percentage of waste recycled.,428,Curbside and Containerized Recycling Diversion Rate - Bronx 08,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,20.79996989247312,0.024851082301929908
55,Increase the percentage of waste recycled.,429,Curbside and Containerized Recycling Diversion Rate - Bronx 09,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,10.456549462365592,0.018527072314165467
55,Increase the percentage of waste recycled.,430,Curbside and Containerized Recycling Diversion Rate - Bronx 10,"Percent of the Department’s residential waste stream (curbside and containerized metal, glass, plastic, organics and mixed paper) that is recycled.",100.0,19.239548387096775,0.0018087736357351556
