task_id,task_type,description,pre_tasks,requirements,affected_factors
312,Type C,Description task 312,"[41, 168, 239, 298, 179, 455]","{""certificates"": [""CEH""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 1), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 5), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 2), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 2), (20, 'Environment', 5)]"
313,Type A,Description task 313,"[140, 364]","{""certificates"": [""CSPA""], ""majors"": ""DS"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 3), (5, 'Product', 5), (6, 'Product', 3), (7, 'Product', 4), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 4), (11, 'Environment', 5), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 1), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 1), (20, 'Environment', 5)]"
314,Type A,Description task 314,"[307, 490, 169]","{""certificates"": [""OSCE""], ""majors"": ""IT"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 3), (3, 'Product', 4), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 1), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 5), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 4), (19, 'Environment', 4), (20, 'Environment', 5)]"
315,Type A,Description task 315,"[188, 66, 321, 497, 75]","{""certificates"": [""CISSP""], ""majors"": ""IT"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 4), (7, 'Product', 4), (8, 'Product', 5), (9, 'Product', 3), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 3), (19, 'Environment', 5), (20, 'Environment', 4)]"
316,Type A,Description task 316,"[211, 134, 77, 277, 263, 60]","{""certificates"": [""OSCE""], ""majors"": ""DS"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 4), (5, 'Product', 1), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 1), (13, 'Environment', 4), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 4), (17, 'Environment', 3), (18, 'Environment', 2), (19, 'Environment', 3), (20, 'Environment', 4)]"
317,Type B,Description task 317,[109],"{""certificates"": [""CSPA""], ""majors"": ""DS"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 2), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 4), (8, 'Product', 1), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 5), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 3), (17, 'Environment', 5), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 2)]"
318,Type C,Description task 318,"[29, 345, 17, 476, 214, 79]","{""certificates"": [""CISSP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 5), (2, 'Product', 4), (3, 'Product', 2), (4, 'Product', 2), (5, 'Product', 4), (6, 'Product', 2), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 3), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 5), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 1)]"
319,Type C,Description task 319,"[98, 217, 275, 140]","{""certificates"": [""CEH""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 4), (4, 'Product', 1), (5, 'Product', 1), (6, 'Product', 1), (7, 'Product', 2), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 1)]"
320,Type A,Description task 320,"[265, 116, 270, 323, 126]","{""certificates"": [""OSCE""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 5), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 2), (11, 'Environment', 1), (12, 'Environment', 1), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 1), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 4), (20, 'Environment', 5)]"
321,Type B,Description task 321,"[183, 195, 64, 8, 232]","{""certificates"": [""CISSP""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 3), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 3), (10, 'Product', 4), (11, 'Environment', 1), (12, 'Environment', 3), (13, 'Environment', 3), (14, 'Environment', 4), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 4), (18, 'Environment', 4), (19, 'Environment', 5), (20, 'Environment', 4)]"
322,Type A,Description task 322,"[483, 403, 243, 89, 329, 325]","{""certificates"": [""CHFI""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 5), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 2), (17, 'Environment', 5), (18, 'Environment', 1), (19, 'Environment', 4), (20, 'Environment', 3)]"
323,Type C,Description task 323,"[185, 54, 258, 108, 500, 188]","{""certificates"": [""CISSP""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 1), (4, 'Product', 4), (5, 'Product', 1), (6, 'Product', 4), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 2), (10, 'Product', 3), (11, 'Environment', 2), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 1), (20, 'Environment', 3)]"
324,Type A,Description task 324,"[354, 248, 78, 375, 493, 38]","{""certificates"": [""CEH""], ""majors"": ""IT"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 3), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 4), (16, 'Environment', 1), (17, 'Environment', 1), (18, 'Environment', 5), (19, 'Environment', 5), (20, 'Environment', 5)]"
325,Type B,Description task 325,"[201, 333, 87, 251]","{""certificates"": [""CSPA""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 5), (3, 'Product', 4), (4, 'Product', 2), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 1), (10, 'Product', 5), (11, 'Environment', 1), (12, 'Environment', 3), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 1), (17, 'Environment', 3), (18, 'Environment', 2), (19, 'Environment', 3), (20, 'Environment', 1)]"
326,Type B,Description task 326,"[85, 436]","{""certificates"": [""OSCP""], ""majors"": ""CS"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 4), (5, 'Product', 2), (6, 'Product', 1), (7, 'Product', 4), (8, 'Product', 2), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 5), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 4), (17, 'Environment', 4), (18, 'Environment', 2), (19, 'Environment', 3), (20, 'Environment', 2)]"
327,Type C,Description task 327,[312],"{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 4), (3, 'Product', 3), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 4), (8, 'Product', 2), (9, 'Product', 4), (10, 'Product', 1), (11, 'Environment', 1), (12, 'Environment', 1), (13, 'Environment', 5), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 4), (20, 'Environment', 2)]"
328,Type C,Description task 328,"[20, 385, 351, 493]","{""certificates"": [""OSCE""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 2), (5, 'Product', 4), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 1), (9, 'Product', 4), (10, 'Product', 1), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 3), (14, 'Environment', 4), (15, 'Environment', 4), (16, 'Environment', 2), (17, 'Environment', 4), (18, 'Environment', 3), (19, 'Environment', 1), (20, 'Environment', 4)]"
329,Type B,Description task 329,"[139, 360, 221, 7, 488]","{""certificates"": [""CHFI""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 1), (4, 'Product', 1), (5, 'Product', 5), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 4), (9, 'Product', 4), (10, 'Product', 2), (11, 'Environment', 2), (12, 'Environment', 3), (13, 'Environment', 5), (14, 'Environment', 2), (15, 'Environment', 3), (16, 'Environment', 3), (17, 'Environment', 3), (18, 'Environment', 2), (19, 'Environment', 5), (20, 'Environment', 1)]"
330,Type B,Description task 330,"[229, 492, 353, 18, 307, 331]","{""certificates"": [""OSCE""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 3), (2, 'Product', 2), (3, 'Product', 1), (4, 'Product', 3), (5, 'Product', 1), (6, 'Product', 3), (7, 'Product', 2), (8, 'Product', 2), (9, 'Product', 4), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 5), (17, 'Environment', 5), (18, 'Environment', 3), (19, 'Environment', 5), (20, 'Environment', 1)]"
331,Type A,Description task 331,"[355, 187, 245, 210]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 3), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 4), (5, 'Product', 5), (6, 'Product', 5), (7, 'Product', 4), (8, 'Product', 5), (9, 'Product', 5), (10, 'Product', 5), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 1), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 2)]"
332,Type C,Description task 332,"[491, 308, 179, 429, 182]","{""certificates"": [""OSCP""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 5), (3, 'Product', 1), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 3), (7, 'Product', 3), (8, 'Product', 5), (9, 'Product', 4), (10, 'Product', 2), (11, 'Environment', 1), (12, 'Environment', 5), (13, 'Environment', 4), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 1), (17, 'Environment', 4), (18, 'Environment', 1), (19, 'Environment', 4), (20, 'Environment', 5)]"
333,Type A,Description task 333,"[239, 357, 395, 9]","{""certificates"": [""CEH""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Avg""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 2), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 3), (8, 'Product', 5), (9, 'Product', 1), (10, 'Product', 1), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 5), (14, 'Environment', 3), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 1), (18, 'Environment', 4), (19, 'Environment', 4), (20, 'Environment', 1)]"
334,Type A,Description task 334,"[287, 307]","{""certificates"": [""OSCE""], ""majors"": ""DS"", ""type_majors"": ""Good""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 1), (7, 'Product', 2), (8, 'Product', 3), (9, 'Product', 3), (10, 'Product', 3), (11, 'Environment', 4), (12, 'Environment', 5), (13, 'Environment', 4), (14, 'Environment', 1), (15, 'Environment', 1), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 4)]"
335,Type B,Description task 335,"[19, 316]","{""certificates"": [""CISSP""], ""majors"": ""IT"", ""type_majors"": ""Outst""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 5), (4, 'Product', 4), (5, 'Product', 3), (6, 'Product', 4), (7, 'Product', 1), (8, 'Product', 1), (9, 'Product', 5), (10, 'Product', 4), (11, 'Environment', 5), (12, 'Environment', 5), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 1), (16, 'Environment', 4), (17, 'Environment', 3), (18, 'Environment', 1), (19, 'Environment', 3), (20, 'Environment', 1)]"
336,Type B,Description task 336,"[127, 4, 458, 500, 103]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 3), (3, 'Product', 4), (4, 'Product', 5), (5, 'Product', 3), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 5), (9, 'Product', 2), (10, 'Product', 4), (11, 'Environment', 5), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 1), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 4), (20, 'Environment', 1)]"
337,Type C,Description task 337,"[199, 221, 411, 253]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Good""}","[(1, 'Product', 5), (2, 'Product', 3), (3, 'Product', 3), (4, 'Product', 5), (5, 'Product', 2), (6, 'Product', 3), (7, 'Product', 3), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 2), (12, 'Environment', 2), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 2), (18, 'Environment', 5), (19, 'Environment', 4), (20, 'Environment', 3)]"
338,Type B,Description task 338,[192],"{""certificates"": [""OSCP""], ""majors"": ""DS"", ""type_majors"": ""Avg""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 1), (4, 'Product', 3), (5, 'Product', 4), (6, 'Product', 5), (7, 'Product', 5), (8, 'Product', 5), (9, 'Product', 1), (10, 'Product', 3), (11, 'Environment', 3), (12, 'Environment', 4), (13, 'Environment', 2), (14, 'Environment', 2), (15, 'Environment', 2), (16, 'Environment', 3), (17, 'Environment', 2), (18, 'Environment', 3), (19, 'Environment', 5), (20, 'Environment', 2)]"
339,Type B,Description task 339,"[484, 363, 420, 63, 429, 74]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Excel""}","[(1, 'Product', 2), (2, 'Product', 4), (3, 'Product', 2), (4, 'Product', 4), (5, 'Product', 1), (6, 'Product', 5), (7, 'Product', 2), (8, 'Product', 1), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 3), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 2), (18, 'Environment', 4), (19, 'Environment', 5), (20, 'Environment', 1)]"
340,Type A,Description task 340,"[446, 297]","{""certificates"": [""CISSP""], ""majors"": ""EE&TC Eng"", ""type_majors"": ""Excel""}","[(1, 'Product', 5), (2, 'Product', 2), (3, 'Product', 3), (4, 'Product', 1), (5, 'Product', 2), (6, 'Product', 2), (7, 'Product', 4), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 2), (11, 'Environment', 4), (12, 'Environment', 1), (13, 'Environment', 2), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 5), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 1), (20, 'Environment', 2)]"
341,Type C,Description task 341,"[165, 26]","{""certificates"": [""CEH""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 1), (2, 'Product', 4), (3, 'Product', 3), (4, 'Product', 3), (5, 'Product', 3), (6, 'Product', 3), (7, 'Product', 5), (8, 'Product', 4), (9, 'Product', 1), (10, 'Product', 4), (11, 'Environment', 2), (12, 'Environment', 4), (13, 'Environment', 2), (14, 'Environment', 5), (15, 'Environment', 3), (16, 'Environment', 5), (17, 'Environment', 5), (18, 'Environment', 2), (19, 'Environment', 4), (20, 'Environment', 3)]"
342,Type A,Description task 342,"[470, 327, 128, 9, 441, 475]","{""certificates"": [""OSCE""], ""majors"": ""CS"", ""type_majors"": ""Excel""}","[(1, 'Product', 4), (2, 'Product', 1), (3, 'Product', 4), (4, 'Product', 1), (5, 'Product', 4), (6, 'Product', 5), (7, 'Product', 1), (8, 'Product', 5), (9, 'Product', 5), (10, 'Product', 2), (11, 'Environment', 3), (12, 'Environment', 5), (13, 'Environment', 4), (14, 'Environment', 1), (15, 'Environment', 2), (16, 'Environment', 5), (17, 'Environment', 3), (18, 'Environment', 4), (19, 'Environment', 3), (20, 'Environment', 4)]"
343,Type C,Description task 343,"[435, 278]","{""certificates"": [""CEH""], ""majors"": ""Math"", ""type_majors"": ""Outst""}","[(1, 'Product', 4), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 2), (5, 'Product', 4), (6, 'Product', 4), (7, 'Product', 4), (8, 'Product', 3), (9, 'Product', 5), (10, 'Product', 1), (11, 'Environment', 4), (12, 'Environment', 4), (13, 'Environment', 3), (14, 'Environment', 4), (15, 'Environment', 2), (16, 'Environment', 4), (17, 'Environment', 5), (18, 'Environment', 3), (19, 'Environment', 3), (20, 'Environment', 4)]"
344,Type C,Description task 344,"[206, 143, 409, 304, 491]","{""certificates"": [""CSPA""], ""majors"": ""Math"", ""type_majors"": ""Avg""}","[(1, 'Product', 3), (2, 'Product', 2), (3, 'Product', 5), (4, 'Product', 3), (5, 'Product', 2), (6, 'Product', 4), (7, 'Product', 4), (8, 'Product', 2), (9, 'Product', 2), (10, 'Product', 5), (11, 'Environment', 5), (12, 'Environment', 3), (13, 'Environment', 1), (14, 'Environment', 4), (15, 'Environment', 5), (16, 'Environment', 4), (17, 'Environment', 2), (18, 'Environment', 5), (19, 'Environment', 5), (20, 'Environment', 1)]"
345,Type A,Description task 345,"[84, 62, 465, 236, 254, 366]","{""certificates"": [""CSPA""], ""majors"": ""CS"", ""type_majors"": ""Outst""}","[(1, 'Product', 3), (2, 'Product', 5), (3, 'Product', 5), (4, 'Product', 5), (5, 'Product', 4), (6, 'Product', 3), (7, 'Product', 4), (8, 'Product', 3), (9, 'Product', 2), (10, 'Product', 1), (11, 'Environment', 1), (12, 'Environment', 4), (13, 'Environment', 1), (14, 'Environment', 2), (15, 'Environment', 5), (16, 'Environment', 2), (17, 'Environment', 5), (18, 'Environment', 5), (19, 'Environment', 2), (20, 'Environment', 1)]"
